Region,Building Class,Occupancy,DV,AV,,,,,,,,,
4,S_LFBR+CDM+DUM_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H2_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H3_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H4_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H40,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H45,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H5_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H50,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H6_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H7_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H8_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFBR+CDM+DUM_H9_NSCA,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUH_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDH+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDL+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFINF+CDM+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUH_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDH+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDL+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H13,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H14,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H15,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H16,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H17,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H18,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H19,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H20,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H25,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H30,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H35,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LFM+CDM+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUH_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDH+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDL+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUL_H9,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H10,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H11,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H12,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,S_LWAL+CDM+DUM_H9,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H1,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H2,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H3,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H4,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H5,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H6,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H7,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUL_H8,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H1,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H2,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H3,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H4,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H5,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H6,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H7,RES,0.75,0.25,,,,,,,,,
4,S+MCF_LWAL+DUM_H8,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H1,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H1_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H10,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H10_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H11,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H11_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H12,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H12_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H13,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H13_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H14,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H14_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H15,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H15_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H2,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H2_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H3,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H3_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H4,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H4_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H5,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H5_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H6,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H6_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H7,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H7_NSCA,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H8,RES,0.75,0.25,,,,,,,,,
4,SRC_LDUAL+DUH_H8_NSCA,RES,0.75,0.25,,,,,,,,,
